State,City, Latitude, Longitude
CA,Ross,37.963815,-122.561569
CA,Rossmoor,33.788624,-118.080363
CA,Rough and Ready,39.234017,-121.138015
CA,Round Mountain,40.797463,-121.937988
CA,Round Valley,37.414163,-118.572273
CA,Rouse,37.619513,-121.008371
CA,Rowland Heights,33.970313,-117.890568
CA,Running Springs,34.211362,-117.104572
CA,Ruth,40.293849,-123.348335
CA,Rutherford,38.458864,-122.428831
CA,Sacramento,38.566592,-121.468632
CA,St. Helena,38.504045,-122.467732
CA,Salida,37.715752,-121.08355
CA,Salinas,36.690182,-121.633714
CA,Salmon Creek,38.346212,-123.059329
CA,Salton,33.299382,-115.960908
CA,Salton Sea Beach,33.375845,-116.011376
CA,Samoa,40.814609,-124.189215
CA,San Andreas,38.176247,-120.669351
CA,San Anselmo,37.982122,-122.56991
CA,San Antonio Heights,34.15642,-117.658705
CA,San Ardo,36.023699,-120.907307
CA,San Bernardino,34.141553,-117.293557
CA,San Bruno,37.62539,-122.431303
CA,San Buenaventura (Ventura),34.26778,-119.254206
CA,San Carlos,37.495462,-122.266795
CA,San Clemente,33.449144,-117.613119
CA,Sand,36.621903,-121.847525
CA,San Diego,32.8153,-117.134993
CA,San Diego Country Estates,33.009357,-116.787585
CA,San Dimas,34.107957,-117.808529
CA,San Fernando,34.288652,-118.436241
CA,San Francisco,37.727239,-123.032229
CA,San Gabriel,34.094636,-118.098469
CA,Sanger,36.699013,-119.557391
CA,San Geronimo,38.00671,-122.663259
CA,San Jacinto,33.795122,-116.991957
CA,San Joaquin,36.605569,-120.189922
CA,San Jose,37.296739,-121.818909
CA,San Juan Bautista,36.845674,-121.537777
CA,San Juan Capistrano,33.500581,-117.654433
CA,San Leandro,37.703368,-122.163036
CA,San Lorenzo,37.67444,-122.135134
CA,San Lucas,36.128349,-121.021732
CA,San Luis Obispo,35.263945,-120.663594
CA,San Marcos,33.133893,-117.169367
CA,San Marino,34.122671,-118.112911
CA,San Martin,37.082876,-121.59631
CA,San Mateo,37.56031,-122.3106
CA,San Miguel,37.886699,-122.036833
CA,San Miguel,35.753274,-120.692517
CA,San Pablo,37.962851,-122.342574
CA,San Pasqual,34.139218,-118.102517
CA,San Rafael,37.981003,-122.50693
CA,San Ramon,37.764605,-121.933251
CA,San Simeon,35.618206,-121.137438
CA,Santa Ana,33.736332,-117.882952
CA,Santa Barbara,34.400601,-119.712955
CA,Santa Clara,37.364626,-121.967927
CA,Santa Clarita,34.402997,-118.504166
CA,Santa Cruz,36.974385,-122.035268
CA,Santa Fe Springs,33.933565,-118.062611
CA,Santa Margarita,35.389428,-120.60816
CA,Santa Maria,34.933214,-120.443815
CA,Santa Monica,34.023413,-118.481666
CA,Santa Nella,37.101437,-121.015365
CA,Santa Paula,34.352314,-119.068846
CA,Santa Rosa,38.446816,-122.706136
CA,Santa Rosa Valley,34.245431,-118.902375
CA,Santa Susana,34.257954,-118.666363
CA,Santa Venetia,38.005569,-122.502811
CA,Santa Ynez,34.619076,-120.093923
CA,Santee,32.85499,-116.986056
CA,Saranap,37.887814,-122.076138
CA,Saratoga,37.268493,-122.025413
CA,Saticoy,34.28195,-119.145244
CA,Sattley,39.629945,-120.437275
CA,Sausalito,37.858369,-122.491844
CA,Scotia,40.478813,-124.104651
CA,Scotts Valley,37.0555,-122.011769
CA,Seacliff,36.976627,-121.918359
CA,Seal Beach,33.751918,-118.073251
CA,Sea Ranch,38.743039,-123.476418
CA,Searles Valley,35.770052,-117.39667
CA,Seaside,36.625215,-121.823883
CA,Sebastopol,38.399984,-122.827727
CA,Seeley,32.790405,-115.685047
CA,Selma,36.574308,-119.615583
CA,Sequoia Crest,36.185882,-118.625635
CA,Sereno del Mar,38.383671,-123.073148
CA,Seville,36.485694,-119.224771
CA,Shackelford,37.61357,-120.990161
CA,Shafter,35.478,-119.199191
CA,Shandon,35.653609,-120.383148
CA,Shasta,40.592021,-122.477899
CA,Shasta Lake,40.676564,-122.380909
CA,Shaver Lake,37.098569,-119.32629
CA,Shell Ridge,37.90592,-122.034394
CA,Shelter Cove,40.038956,-124.055826
CA,Sheridan,38.969691,-121.350057
CA,Shingle Springs,38.665855,-120.936208
CA,Shingletown,40.506094,-121.855665
CA,Shoshone,35.967228,-116.308774
CA,Sierra Brooks,39.642592,-120.215387
CA,Sierra,39.572658,-120.627617
CA,Sierra Madre,34.168771,-118.050216
CA,Sierra,38.075627,-120.159336
CA,Sierraville,39.582232,-120.362065
CA,Signal Hill,33.803431,-118.16977
CA,Silverado Resort,38.356302,-122.256334
CA,Silver,36.463761,-118.650761
CA,Silver Lakes,34.75011,-117.345998
CA,Simi Valley,34.266887,-118.748458
CA,Sisquoc,34.861817,-120.294395
CA,Sky Valley,33.891238,-116.355041
CA,Sleepy Hollow,38.012036,-122.587605
CA,Smartsville,39.205271,-121.292915
CA,Smith Corner,35.478831,-119.277123
CA,Smith River,41.923802,-124.147825
CA,Snelling,37.521662,-120.438499
CA,Soda Bay,39.002431,-122.779476
CA,Soda Springs,39.324788,-120.378665
CA,Solana Beach,32.991499,-117.258134
CA,Soledad,36.43791,-121.315612
CA,Solvang,34.593758,-120.13968
CA,Sonoma,38.290331,-122.459831
CA,Sonora,37.981692,-120.382663
CA,Soquel,36.997758,-121.948251
CA,Soulsbyville,37.991289,-120.262791
CA,South Dos Palos,36.970725,-120.646708
CA,South El Monte,34.050377,-118.048384
CA,South Gate,33.944159,-118.192761
CA,South Lake Tahoe,38.93923,-119.982216
CA,South Monrovia Island,34.123435,-117.99586
CA,South Oroville,39.478561,-121.544052
CA,South Pasadena,34.108957,-118.156615
CA,South San Francisco,37.655104,-122.376234
CA,South San Gabriel,34.047794,-118.095678
CA,South San Jose Hills,34.012282,-117.904223
CA,South Taft,35.129309,-119.457502
CA,South Whittier,33.93308,-118.030771
CA,Spaulding,40.655664,-120.78626
CA,Spreckels,36.624716,-121.646487
CA,Spring Garden,39.891971,-120.786617
CA,Spring Valley,39.076053,-122.584512
CA,Spring Valley,32.729948,-116.976401
CA,Spring Valley Lake,34.494735,-117.267403
CA,Springville,36.114338,-118.836063
CA,Squaw Valley,36.699242,-119.193393
CA,Squirrel Mountain Valley,35.622889,-118.407577
CA,Stallion Springs,35.093557,-118.642917
CA,Stanford,37.427021,-122.167747
CA,Stanton,33.80026,-117.993449
CA,Stevenson Ranch,34.38772,-118.584359
CA,Stevinson,37.324664,-120.849664
CA,Stinson Beach,37.907823,-122.639317
CA,Stirling,39.90496,-121.537352
CA,Stockton,37.976342,-121.313304
CA,Stonyford,39.370342,-122.544468
CA,Storrie,39.927265,-121.317199
CA,Stratford,36.188441,-119.822352
CA,Strathmore,36.143436,-119.061469
CA,Strawberry,37.89125,-122.509166
CA,Strawberry,38.198384,-120.010343
CA,Sugarloaf Mountain Park,35.837963,-118.603961
CA,Sugarloaf Saw Mill,35.834299,-118.616541
CA,Sugarloaf,35.826851,-118.635447
CA,Suisun,38.248334,-122.010066
CA,Sultana,36.546344,-119.336041
CA,Summerland,34.428412,-119.593075
CA,Sunnyside,36.729461,-119.694544
CA,Sunnyside-Tahoe,39.150413,-120.161365
CA,Sunny Slopes,37.569376,-118.675836
CA,Sunnyvale,37.385797,-122.026316
CA,Sunol,37.585934,-121.880449
CA,Sun,34.559524,-117.956758
CA,Susanville,40.433674,-120.628306
CA,Sutter,39.15565,-121.749241
CA,Sutter Creek,38.392857,-120.798062
CA,Swall Meadows,37.50606,-118.642656
CA,Taft,35.126504,-119.423858
CA,Taft Heights,35.133674,-119.471201
CA,Taft Mosswood,37.911954,-121.282166
CA,Tahoe Vista,39.248309,-120.053498
CA,Tahoma,39.065103,-120.144735
CA,Talmage,39.131198,-123.163838
CA,Tamalpais-Homestead Valley,37.879039,-122.537785
CA,Tara Hills,37.993852,-122.318753
CA,Tarpey,36.793966,-119.701049
CA,Taylorsville,40.058665,-120.838675
CA,Tecopa,35.820581,-116.205051
CA,Tehachapi,35.142959,-118.446036
CA,Tehama,40.021776,-122.126901
CA,Temecula,33.493082,-117.13173
CA,Temelec,38.257756,-122.498199
CA,Temescal Valley,33.758003,-117.467159
CA,Temple,34.102157,-118.057954
CA,Templeton,35.556028,-120.717584
CA,Tennant,41.578938,-121.917424
CA,Terminous,38.115081,-121.495861
CA,Terra Bella,35.956727,-119.032841
CA,Teviston,35.928943,-119.278307
CA,Thermal,33.626371,-116.130909
CA,Thermalito,39.508933,-121.601116
CA,Thornton,38.229659,-121.426063
CA,Thousand Oaks,34.190258,-118.881101
CA,Thousand Palms,33.814968,-116.354457
CA,Three Rivers,36.431905,-118.880609
CA,Three Rocks,36.505148,-120.393534
CA,Tiburon,37.887166,-122.458291
CA,Timber Cove,38.541089,-123.258786
CA,Tipton,36.058522,-119.312971
CA,Tobin,39.936076,-121.295921
CA,Tomales,38.24703,-122.905355
CA,Tonyville,36.247382,-119.090352
CA,Tooleville,36.287753,-119.115435
CA,Topanga,34.096777,-118.606021
CA,Topaz,38.651261,-119.518466
CA,Toro Canyon,34.423004,-119.560729
CA,Torrance,33.834966,-118.341431
CA,Tracy,37.724597,-121.445538
CA,Tranquillity,36.648007,-120.252542
CA,Traver,36.452632,-119.482403
CA,Tres Pinos,36.790429,-121.310608
CA,Trinidad,41.057708,-124.143255
CA,Trinity Center,40.984064,-122.708324
CA,Trinity,40.878916,-123.513207
CA,Trona,35.815821,-117.347348
CA,Trowbridge,38.926323,-121.514703
CA,Truckee,39.350532,-120.193946
CA,Tulare,36.199366,-119.341921
CA,Tulelake,41.95346,-121.474897
CA,Tuolumne,37.961944,-120.242273
CA,Tupman,35.298743,-119.357674
CA,Turlock,37.505214,-120.858764
CA,Tustin,33.730908,-117.810603
CA,Tuttle,37.296508,-120.378867
CA,Tuttletown,38.006205,-120.451259
CA,Twain,40.035501,-121.040367
CA,Twain Harte,38.036943,-120.233918
CA,Twentynine Palms,34.148313,-116.065526
CA,Twin Lakes,36.961378,-121.991748
CA,Ukiah,39.146614,-123.210326
CA,Union,37.602956,-122.018726
CA,University of California Davis,38.537403,-121.757622
CA,University of California Merced,37.376438,-120.419577
CA,Upland,34.116073,-117.659922
CA,Upper Lake,39.16505,-122.905182
CA,Vacaville,38.357372,-121.969452
CA,Valinda,34.040036,-117.930052
CA,Vallecito,38.078402,-120.443443
CA,Vallejo,38.107921,-122.263964
CA,Valle Vista,33.743363,-116.888783
CA,Valley Acres,35.208668,-119.410651
CA,Valley Center,33.233105,-117.015775
CA,Valley Ford,38.32456,-122.914733
CA,Valley Home,37.827645,-120.915386
CA,Valley Ranch,39.740342,-120.564895
CA,Valley Springs,38.180906,-120.804253
CA,Valley Wells,35.880729,-117.335676
CA,Val Verde,34.450423,-118.671784
CA,Vandenberg AFB,34.718941,-120.490365
CA,Vandenberg,34.71174,-120.461933
CA,Verdi,39.526969,-120.023394
CA,Vernon,34.001123,-118.210869
CA,Victor,38.138484,-121.198839
CA,Victorville,34.527735,-117.353579
CA,View Park-Windsor Hills,33.994472,-118.347762
CA,Villa Park,33.818067,-117.810295
CA,Vina,39.93418,-122.051706
CA,Vincent,34.098229,-117.923815
CA,Vine Hill,38.007117,-122.087298
CA,Vineyard,38.474493,-121.319039
CA,Visalia,36.32692,-119.328906
CA,Vista,33.189541,-117.238608
CA,Vista Santa Rosa,33.621451,-116.208816
CA,Volcano,38.445571,-120.630535
CA,Volta,37.082354,-120.914521
CA,Walker,38.534044,-119.458184
CA,Wallace,38.199764,-120.964412
CA,Walnut,34.037195,-117.855606
CA,Walnut Creek,37.902666,-122.040479
CA,Walnut Grove,38.250594,-121.534973
CA,Walnut Park,33.968232,-118.221972
CA,Warm Springs,33.706694,-117.33449
CA,Warner Valley,40.404355,-121.340562
CA,Wasco,35.593775,-119.367307
CA,Washington,39.359164,-120.790484
CA,Waterford,37.642685,-120.754152
CA,Waterloo,38.036452,-121.184555
CA,Watsonville,36.919608,-121.77025
CA,Waukena,36.136112,-119.510977
CA,Wawona,37.548233,-119.639612
CA,Weaverville,40.748795,-122.927382
CA,Weed,41.412087,-122.380966
CA,Weedpatch,35.235912,-118.909594
CA,Weldon,35.644103,-118.309088
CA,Weott,40.322772,-123.920622
CA,West Athens,33.923455,-118.303297
CA,West Bishop,37.362768,-118.475046
CA,West Carson,33.823139,-118.293685
CA,West Covina,34.055941,-117.909937
CA,West Goshen,36.349026,-119.451604
CA,Westhaven-Moonstone,41.036172,-124.091453
CA,West Hollywood,34.088267,-118.37183
CA,Westlake,34.136671,-118.817371
CA,Westley,37.552436,-121.212386
CA,West Menlo Park,37.43379,-122.20342
CA,Westminster,33.752292,-117.993874
CA,West Modesto,37.618956,-121.039467
CA,Westmont,33.941679,-118.301838
CA,Westmorland,33.038922,-115.622314
CA,West Park,36.705526,-119.851548
CA,West Point,38.404299,-120.537338
CA,West Puente Valley,34.05228,-117.966717
CA,West Rancho Dominguez,33.904332,-118.267777
CA,West Sacramento,38.554368,-121.548663
CA,West Whittier-Los Nietos,33.976001,-118.068925
CA,Westwood,40.30521,-121.004754
CA,Wheatland,39.007637,-121.428864
CA,Whitehawk,39.720448,-120.553609
CA,Whitewater,33.93559,-116.687212
CA,Whitley Gardens,35.656617,-120.508274
CA,Whittier,33.966827,-118.020122
CA,Wildomar,33.617278,-117.258248
CA,Wilkerson,37.277339,-118.391588
CA,Williams,39.148678,-122.13725
CA,Willits,39.405006,-123.348889
CA,Willowbrook,33.918932,-118.236045
CA,Willow Creek,40.939131,-123.636666
CA,Willows,39.514752,-122.199178
CA,Wilsonia,36.734598,-118.955847
CA,Wilton,38.412977,-121.212718
CA,Winchester,33.714633,-117.076899
CA,Windsor,38.542099,-122.808613
CA,Winter Gardens,32.837527,-116.926565
CA,Winterhaven,32.737183,-114.637798
CA,Winters,38.533271,-121.975473
CA,Winton,37.385427,-120.617364
CA,Wofford Heights,35.71497,-118.472683
CA,Woodacre,38.005174,-122.63831
CA,Woodbridge,38.173556,-121.312247
CA,Woodcrest,33.878974,-117.368627
CA,Woodlake,36.412825,-119.09953
CA,Woodland,38.671168,-121.750038
CA,Woodlands,35.028879,-120.552391
CA,Woodside,37.422155,-122.259084
CA,Woodville,36.089855,-119.204997
CA,Wrightwood,34.346014,-117.627453
CA,Yankee Hill,39.696339,-121.516542
CA,Yettem,36.486533,-119.254885
CA,Yolo,38.740509,-121.809313
CA,Yorba Linda,33.886971,-117.77259
CA,Yosemite Lakes,37.185358,-119.772122
CA,Yosemite Valley,37.742523,-119.577626
CA,Yountville,38.395528,-122.366916
CA,Yreka,41.724033,-122.63157
CA,Yuba,39.136213,-121.636519
CA,Yucaipa,34.033513,-117.04262
CA,Yucca Valley,34.123089,-116.421481
CA,Zayante,37.08887,-122.04136
CO,Acres Green,39.55578,-104.895715
CO,Aetna Estates,39.738127,-104.673234
CO,Aguilar,37.403626,-104.655036
CO,Air Force Academy,38.994185,-104.863922
CO,Akron,40.164382,-103.220685
CO,Alamosa,37.475041,-105.875314
CO,Alamosa East,37.476689,-105.839676
CO,Allenspark,40.231281,-105.517986
CO,Alma,39.285942,-106.066319
CO,Alpine,37.687792,-106.586181
CO,Altona,40.121928,-105.296165
CO,Amherst,40.683157,-102.17261
CO,Antonito,37.076605,-106.010222
CO,Applewood,39.747422,-105.172968
CO,Arboles,37.020861,-107.421744
CO,Aristocrat Ranchettes,40.1096,-104.75495
CO,Arriba,39.284058,-103.273902
CO,Arvada,39.833728,-105.150306
CO,Aspen,39.194951,-106.837002
CO,Aspen Park,39.542654,-105.296307
CO,Atwood,40.550477,-103.274598
CO,Ault,40.583454,-104.733962
CO,Aurora,39.688002,-104.68974
CO,Avon,39.641797,-106.515877
CO,Avondale,38.231836,-104.340881
CO,Bark Ranch,40.117803,-105.440718
CO,Basalt,39.358174,-107.018557
CO,Battlement Mesa,39.452767,-108.00394
CO,Bayfield,37.235248,-107.594814
CO,Bennett,39.74599,-104.442841
CO,Berkley,39.807493,-105.029129
CO,Berthoud,40.284676,-104.965528
CO,Bethune,39.303822,-102.423414
CO,Beulah Valley,38.052867,-104.979195
CO,Black Forest,39.063647,-104.67961
CO,Black Hawk,39.801069,-105.489224
CO,Blanca,37.439281,-105.513526
CO,Blende,38.252726,-104.566267
CO,Blue River,39.448494,-106.036774
CO,Blue Sky,40.300094,-103.805528
CO,Bonanza,38.296607,-106.141873
CO,Bonanza Mountain Estates,39.97689,-105.479577
CO,Boone,38.250445,-104.260792
CO,Boulder,40.027443,-105.25174
CO,Bow Mar,39.626594,-105.050914
CO,Brandon,38.4464,-102.441155
CO,Branson,37.015493,-103.883777
CO,Breckenridge,39.499619,-106.043292
CO,Brick Center,39.591231,-104.460579
CO,Brighton,39.96479,-104.796581
CO,Brookside,38.413543,-105.19106
CO,Broomfield,39.953382,-105.052125
CO,Brush,40.258136,-103.63216
CO,Buena Vista,38.829332,-106.139515
CO,Burlington,39.304491,-102.271463
CO,Byers,39.709435,-104.212848
CO,Calhan,39.034438,-104.299139
CO,Campo,37.104711,-102.578798
CO,Cañon,38.441889,-105.220891
CO,Capulin,37.281886,-106.104946
CO,Carbondale,39.394616,-107.214475
CO,Cascade-Chipita Park,38.94811,-104.997823
CO,Castle Pines,39.462512,-104.87062
CO,Castle Pines,39.442052,-104.89715
CO,Castle Rock,39.376089,-104.853487
CO,Cathedral,38.083629,-107.030681
CO,Catherine,39.403756,-107.144961
CO,Cattle Creek,39.466634,-107.259917
CO,Cedaredge,38.894137,-107.925498
CO,Centennial,39.590568,-104.869118
CO,Center,37.751351,-106.110195
CO,Central,39.79579,-105.514835
CO,Chacra,39.578397,-107.454907
CO,Cheraw,38.108104,-103.510926
CO,Cherry Creek,39.609429,-104.864437
CO,Cherry Hills,39.637418,-104.94747
CO,Cheyenne Wells,38.819202,-102.35203
CO,Cimarron Hills,38.859119,-104.699571
CO,City of Creede,37.853333,-106.927284
CO,Clifton,39.076582,-108.460316
CO,Coal Creek,39.904693,-105.372136
CO,Coal Creek,38.362038,-105.141782
CO,Coaldale,38.35629,-105.815473
CO,Cokedale,37.144223,-104.62159
CO,Collbran,39.240016,-107.963956
CO,Colona,38.32751,-107.779306
CO,Colorado,37.936651,-104.845601
CO,Colorado Springs,38.867255,-104.760749
CO,Columbine,39.588586,-105.06918
CO,Columbine Valley,39.59958,-105.030771
CO,Comanche Creek,39.606105,-104.335815
CO,Commerce,39.882968,-104.795452
CO,Conejos,37.087257,-106.015993
CO,Copper Mountain,39.476901,-106.201112
CO,Cortez,37.349783,-108.576687
CO,Cotopaxi,38.372806,-105.68552
CO,Craig,40.517034,-107.555674
CO,Crawford,38.705183,-107.610061
CO,Crested Butte,38.867736,-106.977266
CO,Crestone,37.994497,-105.696273
CO,Cripple Creek,38.746149,-105.184042
CO,Crisman,40.043465,-105.372324
CO,Crook,40.858752,-102.801392
CO,Crowley,38.193506,-103.859744
CO,Dacono,40.063521,-104.946804
CO,Dakota Ridge,39.619426,-105.135692
CO,De Beque,39.275733,-108.193405
CO,Deer Trail,39.615892,-104.043007
CO,Del Norte,37.678447,-106.353931
CO,Delta,38.757372,-108.087959
CO,Denver,39.761842,-104.881222
CO,Derby,39.840791,-104.916254
CO,Dillon,39.625881,-106.043728
CO,Dinosaur,40.240551,-109.00859
CO,Divide,38.945006,-105.161949
CO,Dolores,37.47399,-108.499824
CO,Dotsero,39.647544,-107.049298
CO,Dove Creek,37.766665,-108.906297
CO,Dove Valley,39.574546,-104.827807
CO,Downieville-Lawson-Dumont,39.766613,-105.606726
CO,Durango,37.273267,-107.871692
CO,Eads,38.481346,-102.779776
CO,Eagle,39.634496,-106.816402
CO,East Pleasant View,39.727812,-105.157163
CO,Eaton,40.525181,-104.713308
CO,Eckley,40.112467,-102.488545
CO,Edgewater,39.75082,-105.062615
CO,Edwards,39.611824,-106.619702
CO,Elbert,39.218856,-104.540443
CO,Eldora,39.958253,-105.58498
CO,Eldorado Springs,39.939266,-105.249081
CO,Elizabeth,39.361015,-104.606172
CO,El Jebel,39.406934,-107.094145
CO,Ellicott,38.825433,-104.382844
CO,El Moro,37.246633,-104.453111
CO,Empire,39.75971,-105.682813
CO,Englewood,39.646505,-104.994001
CO,Erie,40.040351,-105.039365
CO,Estes Park,40.377117,-105.525514
CO,Evans,40.350168,-104.748388
CO,Evergreen,39.635607,-105.338089
CO,Fairmount,39.792569,-105.171157
CO,Fairplay,39.22378,-105.994005
CO,Federal Heights,39.864534,-105.016159
CO,Firestone,40.149261,-104.961932
CO,Flagler,39.295491,-103.076707
CO,Fleming,40.681771,-102.839443
CO,Florence,38.379826,-105.098107
CO,Florissant,38.944557,-105.28987
CO,Floyd Hill,39.721742,-105.433367
CO,Fort Carson,38.740284,-104.783572
CO,Fort Collins,40.548216,-105.064833
CO,Fort Garland,37.427916,-105.435008
CO,Fort Lupton,40.081503,-104.798544
CO,Fort Morgan,40.256029,-103.791319
CO,Fountain,38.69958,-104.699758
CO,Fowler,38.129631,-104.025673
CO,Foxfield,39.588405,-104.785823
CO,Franktown,39.390015,-104.74239
CO,Fraser,39.923324,-105.805286
CO,Frederick,40.109362,-104.965251
CO,Frisco,39.578482,-106.090973
CO,Fruita,39.15396,-108.728196
CO,Fruitvale,39.093281,-108.478944
CO,Fulford,39.518492,-106.65874
CO,Garden,40.394591,-104.689494
CO,Garfield,38.549197,-106.289351
CO,Genesee,39.687901,-105.271205
CO,Genoa,39.27833,-103.498786
CO,Georgetown,39.721298,-105.694029
CO,Gerrard,37.678351,-106.575244
CO,Gilcrest,40.284156,-104.782024
CO,Glendale,39.702917,-104.936069
CO,Glendale,40.086911,-105.371546
CO,Gleneagle,39.048035,-104.834172
CO,Glenwood Springs,39.550626,-107.324308
CO,Golden,39.742483,-105.210561
CO,Goldfield,38.717645,-105.125328
CO,Gold Hill,40.059733,-105.41892
CO,Granada,38.062975,-102.311707
CO,Granby,40.036989,-105.900174
CO,Grand Junction,39.089062,-108.567452
CO,Grand Lake,40.246652,-105.825629
CO,Grand View Estates,39.54394,-104.818885
CO,Greeley,40.414034,-104.771043
CO,Green Mountain Falls,38.934954,-105.019713
CO,Greenwood,39.615934,-104.911688
CO,Grover,40.869111,-104.225932
CO,Guffey,38.760651,-105.509821
CO,Gunbarrel,40.063971,-105.171122
CO,Gunnison,38.545479,-106.922551
CO,Gypsum,39.639971,-106.911471
CO,Hartman,38.121118,-102.221652
CO,Hasty,38.106555,-102.956167
CO,Haswell,38.452451,-103.164896
CO,Haxtun,40.64152,-102.629539
CO,Hayden,40.485241,-107.242311
CO,Heeney,39.873988,-106.304155
CO,Hidden Lake,40.10516,-105.477571
CO,Highlands Ranch,39.540739,-104.970961
CO,Hillrose,40.324654,-103.522175
CO,Hoehne,37.281448,-104.389092
CO,Holly,38.055639,-102.124589
CO,Holly Hills,39.667776,-104.921728
CO,Holyoke,40.582094,-102.298414
CO,Hooper,37.745976,-105.877735
CO,Hotchkiss,38.799023,-107.713594
CO,Hot Sulphur Springs,40.074834,-106.102486
CO,Howard,38.409752,-105.842407
CO,Hudson,40.078388,-104.641005
CO,Hugo,39.135962,-103.473373
CO,Idaho Springs,39.748923,-105.504759
CO,Idalia,39.702917,-102.293827
CO,Idledale,39.668928,-105.243191
CO,Ignacio,37.117729,-107.63746
CO,Iliff,40.758333,-103.066128
CO,Indian Hills,39.630111,-105.248097
CO,Inverness,39.579654,-104.862414
CO,Jackson Lake,40.370055,-104.059173
CO,Jamestown,40.117078,-105.389048
CO,Jansen,37.158158,-104.550108
CO,Joes,39.663233,-102.678499
CO,Johnson,38.811894,-106.107112
CO,Johnstown,40.389789,-104.969443
CO,Julesburg,40.984988,-102.26258
CO,Keenesburg,40.112932,-104.489163
CO,Ken Caryl,39.576743,-105.113695
CO,Kersey,40.38743,-104.565866
CO,Keystone,39.573695,-105.934609
CO,Kim,37.247062,-103.353411
CO,Kiowa,39.34353,-104.457176
CO,Kirk,39.612689,-102.591995
CO,Kit Carson,38.762823,-102.795366
CO,Kittredge,39.658891,-105.304506
CO,Kremmling,40.056543,-106.37816
CO,Lafayette,39.995268,-105.09962
CO,Laird,40.081801,-102.101898
CO,La Jara,37.273562,-105.959821
CO,La Junta,37.979414,-103.547336
CO,La Junta Gardens,38.001349,-103.55485
CO,Lake,38.030504,-107.310176
CO,Lakeside,39.779075,-105.057825
CO,Lakewood,39.698942,-105.117551
CO,Lamar,38.074729,-102.616682
CO,Laporte,40.637701,-105.143605
CO,Larkspur,39.229776,-104.885758
CO,La Salle,40.348525,-104.705927
CO,Las Animas,38.069668,-103.223229
CO,La Veta,37.508562,-105.008487
CO,Lazy Acres,40.085551,-105.334372
CO,Leadville,39.246693,-106.293509
CO,Leadville North,39.260459,-106.311149
CO,Lewis,37.501715,-108.660058
CO,Leyner,40.051102,-105.107438
CO,Limon,39.264844,-103.683757
CO,Lincoln Park,38.425492,-105.213052
CO,Littleton,39.590375,-105.020084
CO,Lochbuie,40.010496,-104.724484
CO,Loghill,38.196181,-107.778946
CO,Log Lane,40.27023,-103.829382
CO,Loma,39.207512,-108.805025
CO,Lone Tree,39.530744,-104.871031
CO,Longmont,40.169842,-105.099006
CO,Louisville,39.969532,-105.143215
CO,Louviers,39.479866,-105.00334
CO,Loveland,40.41708,-105.061855
CO,Lynn,37.421909,-104.643061
CO,Lyons,40.22305,-105.268665
CO,McCoy,39.914382,-106.725723
CO,Manassa,37.173841,-105.937275
CO,Mancos,37.346597,-108.293856
CO,Manitou Springs,38.857602,-104.912429
CO,Manzanola,38.108825,-103.866778
CO,Marble,39.071817,-107.190467
CO,Maybell,40.518983,-108.088823
CO,Maysville,38.525979,-106.219383
CO,Mead,40.226983,-104.988312
CO,Meeker,40.0498,-107.895355
CO,Meridian,39.538797,-104.847473
CO,Merino,40.484825,-103.353616
CO,Midland,38.846344,-105.15212
CO,Milliken,40.310502,-104.858384
CO,Minturn,39.535508,-106.381727
CO,Moffat,38.001997,-105.905455
CO,Monte Vista,37.578541,-106.15063
CO,Montezuma,39.581706,-105.868071
CO,Montrose,38.469172,-107.860681
CO,Monument,39.072357,-104.854467
CO,Morgan Heights,40.287492,-103.827446
CO,Morrison,39.625613,-105.207919
CO,Mountain Meadows,40.027037,-105.383137
CO,Mountain View,39.774776,-105.056711
CO,Mountain,37.932377,-107.857854
CO,Mount Crested Butte,38.908453,-106.958673
CO,Mulford,39.406356,-107.165988
CO,Naturita,38.218554,-108.568286
CO,Nederland,39.963815,-105.505864
CO,New Castle,39.578289,-107.526243
CO,Niwot,40.097552,-105.15828
CO,No Name,39.559718,-107.292816
CO,Norrie,39.328131,-106.656275
CO,Northglenn,39.911166,-104.97884
CO,North La Junta,37.999608,-103.523187
CO,North Washington,39.807749,-104.98004
CO,Norwood,38.128846,-108.291711
CO,Nucla,38.266534,-108.548716
CO,Nunn,40.711917,-104.789804
CO,Oak Creek,40.273991,-106.957083
CO,Olathe,38.608319,-107.982841
CO,Olney Springs,38.166274,-103.944491
CO,Ophir,37.85684,-107.829023
CO,Orchard,40.332001,-104.117799
CO,Orchard,38.814059,-107.967542
CO,Orchard Mesa,39.037191,-108.521467
CO,Ordway,38.220898,-103.756679
CO,Otis,40.150129,-102.962138
CO,Ouray,38.02743,-107.67358
CO,Ovid,40.960564,-102.388352
CO,Padroni,40.781814,-103.173297
CO,Pagosa Springs,37.263604,-107.00353
CO,Palisade,39.107404,-108.359087
CO,Palmer Lake,39.113465,-104.899806
CO,Paoli,40.612871,-102.472061
CO,Paonia,38.869824,-107.591433
CO,Parachute,39.450047,-108.055481
CO,Paragon Estates,39.980767,-105.185253
CO,Parker,39.504167,-104.773173
CO,Parshall,40.055562,-106.175995
CO,Peetz,40.962046,-103.114231
CO,Penrose,38.421298,-105.000395
CO,Peoria,39.653303,-104.13706
CO,Perry Park,39.261917,-104.967916
CO,Peyton,39.032979,-104.490402
